Program,Week,Day,Order,Exercise,Sets,Reps,Tempo,Rest,RPE,Instruction
JackProgram,26.0,178.0,2.0,Lat Pulldown,4.0,10.0,3-1-1-0,90s,8.0,"Pull elbows to ribs, chest tall. Full stretch at the top, squeeze at the bottom."
JackProgram,26.0,178.0,3.0,Seated Row Machine,3.0,12.0,3-1-1-0,90s,8.0,"Chest against pad, pull to lower chest. Squeeze shoulder blades together."
JackProgram,26.0,178.0,4.0,Cable Face Pulls,3.0,15.0,2-2-1-0,60s,8.0,"Pull to forehead level, externally rotate at the end. Shoulder health focus."
JackProgram,26.0,178.0,5.0,Plank Hold,3.0,45s,,60s,8.0,"Brace core tight, neutral spine. Squeeze glutes. Don't let hips sag or pike."
JackProgram,26.0,179.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,26.0,179.0,2.0,Steady Tempo Bike,1.0,32 min,,,7.0,"Continuous steady effort for 32 minutes at RPE 7. Consistent pace, no stopping. Build aerobic base."
JackProgram,26.0,180.0,1.0,Goblet Squat,4.0,12.0,3-1-1-0,90s,8.0,"Hold dumbbell at chest. Sit between knees, upright torso. Full depth."
JackProgram,26.0,180.0,2.0,Incline Dumbbell Press,3.0,10.0,3-1-1-0,90s,8.0,"30-degree incline. Control the descent, full range of motion. Shoulder blades pinned."
JackProgram,26.0,180.0,3.0,Cable Row,3.0,12.0,3-1-1-0,90s,8.0,"Pull to navel, chest up. Squeeze at the back, controlled release."
JackProgram,26.0,180.0,4.0,Walking Lunges,3.0,12/leg,2-0-1-0,90s,8.0,"Long stride, upright torso. Control the descent, drive through front heel."
JackProgram,26.0,180.0,5.0,Farmer Carry,3.0,40m,,90s,8.0,"Heavy but stable posture. Shoulders back and down, tight core, don't lean."
JackProgram,26.0,181.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace on rower, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,26.0,181.0,2.0,Rowing Machine,5.0,2000m,,240s,8.0,5 x 2000m at 1:57 per 500m pace. Rest 4 min between sets. Maintain consistent split. This is the engine-builder.
JackProgram,26.0,182.0,REST,Rest Day,0.0,0.0,,,,"Full rest day. Prioritise sleep, hydration, and nutrition. Light walking or stretching if desired."
JackProgram,27.0,183.0,1.0,Leg Press,4.0,10-12,3-1-1-0,120s,8.0,"Knees track over toes, full depth, no bouncing at the bottom. 2 ramp-up sets first."
JackProgram,27.0,183.0,2.0,Dumbbell Bench Press,4.0,8-10,3-1-1-0,90s,8.0,Pin shoulder blades back and down. Slow controlled descent to chest level.
JackProgram,27.0,183.0,3.0,Smith Machine Split Squat,3.0,10/leg,3-1-1-0,90s,8.0,"Upright torso, front knee stable over ankle. Alternate legs each set."
JackProgram,27.0,183.0,4.0,Cable Chest Fly,3.0,12-15,3-1-1-0,60s,8.0,"Squeeze chest at the top, slight bend in elbows. Don't let shoulders roll forward."
JackProgram,27.0,183.0,5.0,Hanging Knee Raise,3.0,12-15,2-1-1-0,60s,8.0,"Control the swing. Curl pelvis up, don't just lift knees. Slow negative."
JackProgram,27.0,184.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,27.0,184.0,2.0,Air Bike Sprints,5.0,25 kcal ALL OUT,,240s,10.0,ALL OUT sprints. 5 sets x 25 kcal. Rest 3-5 min between sets. This is maximum effort.
JackProgram,27.0,185.0,1.0,Romanian Deadlift,4.0,8.0,3-1-1-0,120s,8.0,"Hips back, neutral spine, feel hamstring stretch. Bar stays close to legs. 2 ramp-up sets first."
JackProgram,27.0,185.0,2.0,Lat Pulldown,4.0,10.0,3-1-1-0,90s,8.0,"Pull elbows to ribs, chest tall. Full stretch at the top, squeeze at the bottom."
JackProgram,27.0,185.0,3.0,Seated Row Machine,3.0,12.0,3-1-1-0,90s,8.0,"Chest against pad, pull to lower chest. Squeeze shoulder blades together."
JackProgram,27.0,185.0,4.0,Cable Face Pulls,3.0,15.0,2-2-1-0,60s,8.0,"Pull to forehead level, externally rotate at the end. Shoulder health focus."
JackProgram,27.0,185.0,5.0,Plank Hold,3.0,45s,,60s,8.0,"Brace core tight, neutral spine. Squeeze glutes. Don't let hips sag or pike."
JackProgram,27.0,186.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,27.0,186.0,2.0,Steady Tempo Treadmill Run,1.0,35 min,,,7.0,"Continuous steady effort for 35 minutes at RPE 7. Consistent pace, no stopping. Build aerobic base."
JackProgram,27.0,187.0,1.0,Goblet Squat,4.0,12.0,3-1-1-0,90s,8.0,"Hold dumbbell at chest. Sit between knees, upright torso. Full depth."
JackProgram,27.0,187.0,2.0,Incline Dumbbell Press,3.0,10.0,3-1-1-0,90s,8.0,"30-degree incline. Control the descent, full range of motion. Shoulder blades pinned."
JackProgram,27.0,187.0,3.0,Cable Row,3.0,12.0,3-1-1-0,90s,8.0,"Pull to navel, chest up. Squeeze at the back, controlled release."
JackProgram,27.0,187.0,4.0,Walking Lunges,3.0,12/leg,2-0-1-0,90s,8.0,"Long stride, upright torso. Control the descent, drive through front heel."
JackProgram,27.0,187.0,5.0,Farmer Carry,3.0,40m,,90s,8.0,"Heavy but stable posture. Shoulders back and down, tight core, don't lean."
JackProgram,27.0,188.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace on rower, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,27.0,188.0,2.0,Rowing Machine,5.0,2000m,,240s,8.0,5 x 2000m at 1:55 per 500m pace. Rest 4 min between sets. Maintain consistent split. This is the engine-builder.
JackProgram,27.0,189.0,REST,Rest Day,0.0,0.0,,,,"Full rest day. Prioritise sleep, hydration, and nutrition. Light walking or stretching if desired."
JackProgram,28.0,190.0,1.0,Leg Press,3.0,10.0,3-1-1-0,120s,5.0,70% of working weight. Focus on perfect form and control.
JackProgram,28.0,190.0,2.0,Dumbbell Bench Press,3.0,8.0,3-1-1-0,90s,5.0,"70% of working weight. Slow tempo, technique focus."
JackProgram,28.0,190.0,3.0,Cable Chest Fly,2.0,12.0,3-1-1-0,60s,5.0,"Light weight, focus on mind-muscle connection."
JackProgram,28.0,190.0,4.0,Plank Hold,2.0,30s,,60s,5.0,Easy hold. Focus on breathing and bracing.
JackProgram,28.0,191.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,28.0,191.0,2.0,Air Bike or Self-Powered Treadmill Sprints,2.0,15 kcal,,180s,7.0,"DELOAD: Half volume, no all-out effort. 70% intensity. Focus on form and breathing."
JackProgram,28.0,192.0,1.0,Romanian Deadlift,3.0,8.0,3-1-1-0,120s,5.0,70% of working weight. Perfect hip hinge pattern.
JackProgram,28.0,192.0,2.0,Lat Pulldown,3.0,10.0,3-1-1-0,90s,5.0,"70% of working weight. Full range of motion, slow negative."
JackProgram,28.0,192.0,3.0,Cable Face Pulls,2.0,15.0,2-2-1-0,60s,5.0,Light. Shoulder health and mobility focus.
JackProgram,28.0,192.0,4.0,Dead Hang,2.0,30s,,60s,5.0,"Relax shoulders, decompress spine. Grip work."
JackProgram,28.0,193.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,28.0,193.0,2.0,Easy Tempo Run or Bike,1.0,15 min,,,5.0,"DELOAD: Easy continuous effort. 50% of normal volume. Keep heart rate low, focus on breathing rhythm."
JackProgram,28.0,194.0,1.0,Goblet Squat,3.0,10.0,3-1-1-0,90s,5.0,"70% of working weight. Deep squat, focus on mobility."
JackProgram,28.0,194.0,2.0,Incline Dumbbell Press,2.0,10.0,3-1-1-0,90s,5.0,Light. Technique and range of motion focus.
JackProgram,28.0,194.0,3.0,Walking Lunges,2.0,10/leg,2-0-1-0,90s,5.0,Bodyweight or very light. Balance and stability focus.
JackProgram,28.0,194.0,4.0,Farmer Carry,2.0,30m,,90s,5.0,Moderate weight. Posture focus.
JackProgram,28.0,195.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace on rower, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,28.0,195.0,2.0,Rowing Machine,2.0,2000m,,300s,5.0,DELOAD: 2 x 2000m at easy pace (2:05+ per 500m). Rest 5 min. Focus on technique and breathing.
JackProgram,28.0,196.0,REST,Rest Day,0.0,0.0,,,,"Full rest day. Prioritise sleep, hydration, and nutrition. Light walking or stretching if desired."
